phone_number,email,credit_score,age_group,family_background,income,property_type,budget,preferred_location,comments,lead_intent
+91-1817865363,john10@example.org,612,18-25,Single,370222,Plot,2734323,Hyderabad,Budget issue,0
+91-1963288053,copelandvincent@example.net,655,26-35,Married with Kids,754206,Commercial,1037197,Ahmedabad,Please send details,1
+91-8660523876,jennifercarter@example.org,597,36-50,Married with Kids,1867011,Villa,2409928,Surat,Urgent visit required,1
+91-6935554354,ashleylopez@example.net,504,36-50,Married,1632886,Plot,2269463,Hyderabad,Urgent visit required,1
+91-8957643727,carlos88@example.net,592,26-35,Married with Kids,990300,Apartment,911623,Surat,Interested in investment,1
+91-4382302465,ywilliams@example.com,696,18-25,Married with Kids,756122,Villa,2692244,Noida,Budget issue,0
+91-9679354165,kellycarlos@example.org,593,18-25,Single,414681,Villa,2072561,Chennai,Please send details,0
+91-2698343112,dennis58@example.com,489,18-25,Single,1147372,Apartment,526059,Bangalore,Please send details,1
+91-7281641403,lisabrown@example.com,675,26-35,Married with Kids,1807858,Apartment,2138855,Ahmedabad,Call me ASAP,1
+91-4453811475,bradleygonzalez@example.org,815,26-35,Married,752650,Apartment,2431964,Pune,Visit after 2 weeks,1
+91-9921700375,ihays@example.com,681,26-35,Single,1918659,Plot,2418744,Mumbai,Please send details,1
+91-1087974350,justinatkins@example.org,834,18-25,Married,1822675,Plot,2816511,Noida,Interested in investment,1
+91-5720572969,lloydsamuel@example.com,811,36-50,Married,276295,Plot,1183034,Hyderabad,Call me ASAP,1
+91-7487449580,lmorgan@example.com,629,18-25,Married with Kids,1814086,Commercial,1889523,Surat,Just exploring,0
+91-7267378816,sandra84@example.org,385,36-50,Married,806063,Plot,2152238,Noida,Need loan info,0
+91-7417757797,jordanwanda@example.org,451,18-25,Married with Kids,833012,Plot,2491489,Pune,Please send details,0
+91-6637761996,curtis54@example.com,614,18-25,Single,649336,Apartment,2009363,Mumbai,Please send details,0
+91-7377306021,hannahbell@example.org,745,36-50,Single,509917,Commercial,1103667,Mumbai,Immediate possession preferred,1
+91-8210290540,yhill@example.org,659,26-35,Single,889789,Plot,1647991,Surat,Call me ASAP,1
+91-8912233947,zcox@example.net,651,51+,Married with Kids,1211345,Villa,2522783,Delhi,Budget issue,0
+91-2918046336,thomascathy@example.com,616,18-25,Married,1549170,Commercial,541853,Surat,Just exploring,0
+91-149460439,youngdeanna@example.com,322,36-50,Married,1454219,Apartment,1248303,Mumbai,Need loan info,1
+91-2436297208,erikarush@example.com,661,36-50,Married with Kids,1464919,Apartment,637511,Jaipur,Need loan info,1
+91-8920154998,alyssasanders@example.net,521,51+,Married,1233466,Commercial,583215,Hyderabad,Not now,0
+91-1196963451,johnsonjacob@example.net,513,26-35,Married with Kids,1815945,Villa,2364580,Pune,Please send details,1
+91-2412365931,kimberly73@example.net,778,26-35,Married,792601,Plot,1438396,Ahmedabad,Not now,0
+91-9816477929,igonzalez@example.org,522,26-35,Single,525019,Apartment,1914564,Mumbai,Need loan info,0
+91-1941508568,zosborn@example.net,555,26-35,Married with Kids,370155,Villa,2371054,Hyderabad,Visit after 2 weeks,0
+91-8532273208,jenna88@example.com,395,26-35,Married with Kids,456458,Plot,1898096,Chennai,Budget issue,0
+91-8123207735,jenniferho@example.net,737,51+,Married with Kids,432438,Villa,828431,Ahmedabad,Need loan info,0
+91-963110410,laurayoung@example.com,611,26-35,Married with Kids,1541573,Apartment,709201,Jaipur,Interested in investment,1
+91-4407856339,tanner82@example.net,368,18-25,Married,1329667,Plot,1323257,Delhi,Need loan info,1
+91-3797809576,parkeryvonne@example.net,303,26-35,Married with Kids,812445,Commercial,2160709,Surat,Interested in investment,0
+91-2469178881,teresaday@example.com,772,26-35,Married,490400,Commercial,2127557,Pune,Visit after 2 weeks,0
+91-6517011632,nataliedeleon@example.net,393,51+,Married,1151380,Commercial,2086054,Chennai,Immediate possession preferred,1
+91-2524521602,ryanbartlett@example.org,394,26-35,Single,1538112,Apartment,1333434,Jaipur,Immediate possession preferred,1
+91-3570796341,kevinmartin@example.net,780,26-35,Married with Kids,859623,Apartment,1585278,Pune,Immediate possession preferred,1
+91-5263354802,meghan43@example.net,353,26-35,Married,606625,Commercial,592066,Delhi,Interested in investment,1
+91-1178758213,christina18@example.net,757,51+,Married,673297,Plot,2356944,Ahmedabad,Call me ASAP,1
+91-9314220265,georgeweber@example.net,387,36-50,Married,1753360,Commercial,2031965,Pune,Interested in investment,1
+91-3709911999,williamsdarlene@example.net,648,18-25,Married with Kids,1799653,Villa,1929054,Delhi,Just exploring,0
+91-9726623043,katiebutler@example.net,593,36-50,Married with Kids,349958,Plot,1742262,Ahmedabad,Urgent visit required,0
+91-4425044246,dawn47@example.org,648,36-50,Married,1754231,Apartment,1319192,Bangalore,Visit after 2 weeks,1
+91-7236980551,shawn02@example.com,626,36-50,Single,1975688,Commercial,1593319,Chennai,Visit after 2 weeks,1
+91-6080049102,mharris@example.org,520,36-50,Married,679958,Villa,1223783,Chennai,Urgent visit required,1
+91-7380312396,theresa25@example.net,785,26-35,Married with Kids,383445,Apartment,2565893,Ahmedabad,Budget issue,0
+91-2412273600,john14@example.com,368,51+,Single,415771,Commercial,2108610,Jaipur,Budget issue,0
+91-1064803502,williamssonia@example.net,842,26-35,Married,1312172,Apartment,2225754,Bangalore,Budget issue,0
+91-1795875043,lisapeck@example.net,801,26-35,Married,1899722,Apartment,2129995,Mumbai,Budget issue,1
+91-1343100352,tyronerobertson@example.com,360,36-50,Married with Kids,957952,Villa,1455101,Noida,Urgent visit required,1
+91-8070568519,zjohnson@example.net,410,51+,Single,966475,Commercial,2362458,Delhi,Please send details,0
+91-1033921654,brandon47@example.net,467,36-50,Single,731017,Apartment,2619782,Ahmedabad,Call me ASAP,1
+91-6316122432,booneryan@example.com,383,26-35,Married with Kids,356181,Plot,2816121,Surat,Not now,0
+91-7419590655,zdiaz@example.org,617,26-35,Married with Kids,895141,Villa,1302027,Chennai,Please send details,1
+91-5131005449,charles87@example.net,747,26-35,Married,1520258,Plot,670827,Surat,Immediate possession preferred,1
+91-510289448,longlaura@example.com,493,26-35,Single,1808772,Plot,2567981,Surat,Call me ASAP,1
+91-619623590,cporter@example.org,646,26-35,Single,1903630,Plot,2658084,Surat,Urgent visit required,1
+91-9178501320,linda87@example.org,525,36-50,Married with Kids,1894647,Apartment,2049700,Bangalore,Urgent visit required,1
+91-2214080278,sarah52@example.com,711,51+,Married with Kids,886532,Apartment,846417,Pune,Call me ASAP,1
+91-9875136292,william88@example.com,384,51+,Married,1675551,Villa,899280,Chennai,Call me ASAP,1
+91-5582557981,richardsonemily@example.com,654,18-25,Married with Kids,1443224,Apartment,2952549,Pune,Budget issue,0
+91-6801948900,carlsonjoseph@example.net,798,18-25,Single,459705,Apartment,2162416,Surat,Finalizing options this week,1
+91-2480920839,silvageorge@example.net,687,36-50,Married,1380502,Plot,2920635,Pune,Immediate possession preferred,1
+91-1632905061,anthonyvaughan@example.org,601,26-35,Married,360650,Commercial,1496589,Noida,Urgent visit required,0
+91-819412471,jedwards@example.com,409,51+,Married,717453,Commercial,2112324,Delhi,Immediate possession preferred,1
+91-2965676060,nshaw@example.com,506,26-35,Married with Kids,801950,Villa,2219618,Mumbai,Please send details,0
+91-8857430687,aprilhoffman@example.net,814,26-35,Married,1768521,Villa,1097508,Delhi,Looking to move soon,1
+91-5913417379,stevepatel@example.net,724,26-35,Married with Kids,1789789,Apartment,2237554,Chennai,Urgent visit required,1
+91-7272725281,plee@example.com,723,26-35,Married,1215553,Apartment,2148806,Pune,Immediate possession preferred,1
+91-6691931213,shellyhendrix@example.com,712,36-50,Single,297681,Apartment,881356,Jaipur,Budget issue,0
+91-3027526473,wstewart@example.net,364,26-35,Single,990983,Commercial,1006092,Hyderabad,Finalizing options this week,1
+91-5469458472,berryamy@example.com,770,18-25,Single,1648904,Plot,2660464,Bangalore,Need loan info,1
+91-7809871735,kellyroberts@example.net,419,26-35,Married with Kids,727239,Commercial,1804071,Mumbai,Call me ASAP,1
+91-4634396131,vdouglas@example.com,805,26-35,Married with Kids,1242256,Commercial,2627638,Mumbai,Budget issue,0
+91-919066362,sarah42@example.org,590,26-35,Married,426070,Apartment,2718740,Chennai,Not now,0
+91-2520417815,brentstein@example.org,820,36-50,Single,450769,Villa,2231517,Delhi,Looking to move soon,1
+91-2739951076,garciamark@example.com,731,18-25,Single,650362,Villa,2632930,Surat,Interested in investment,1
+91-9021771667,adampierce@example.org,577,18-25,Single,1963062,Apartment,1874456,Jaipur,Just exploring,0
+91-8067664957,wsantos@example.com,830,36-50,Single,300095,Commercial,1585538,Hyderabad,Visit after 2 weeks,0
+91-5674372082,velezchristopher@example.net,324,26-35,Married,295958,Apartment,1497639,Delhi,Need loan info,0
+91-9587312749,gentrygregory@example.org,769,26-35,Single,1357231,Plot,1052041,Bangalore,Please send details,1
+91-7886432673,vlopez@example.com,724,26-35,Single,997575,Apartment,810035,Chennai,Interested in investment,1
+91-3765583254,evanscarrie@example.com,691,26-35,Single,1306930,Commercial,1925715,Chennai,Finalizing options this week,1
+91-5517150278,ismall@example.net,558,51+,Married with Kids,1185654,Plot,2780886,Chennai,Looking to move soon,1
+91-6305101214,lisarivera@example.net,604,26-35,Married with Kids,744177,Villa,1247010,Chennai,Visit after 2 weeks,0
+91-9694878816,alexisrogers@example.com,351,26-35,Married,1160376,Plot,1367721,Hyderabad,Call me ASAP,1
+91-3252504650,cherylfowler@example.com,823,26-35,Married,1911555,Apartment,1424359,Jaipur,Urgent visit required,1
+91-7846861559,christopher12@example.org,521,36-50,Married with Kids,1000638,Apartment,832733,Delhi,Need loan info,1
+91-6345617046,adamreyes@example.com,589,36-50,Married,832613,Villa,2746781,Hyderabad,Call me ASAP,1
+91-7532327465,kevin90@example.com,739,26-35,Single,901399,Apartment,2321767,Hyderabad,Not now,0
+91-7102515984,bryanwilson@example.com,748,18-25,Married with Kids,352365,Commercial,2839218,Noida,Immediate possession preferred,1
+91-4980945846,hannah45@example.net,362,26-35,Single,1804282,Villa,1222463,Mumbai,Need loan info,1
+91-948540266,timothygibson@example.net,646,26-35,Married with Kids,1765566,Villa,1648236,Bangalore,Please send details,1
+91-5899673770,ztodd@example.net,556,26-35,Married,319054,Plot,2475153,Mumbai,Interested in investment,0
+91-3545940090,erinlarson@example.org,809,36-50,Married with Kids,1535700,Plot,1343100,Pune,Visit after 2 weeks,1
+91-6552001193,christian91@example.org,529,36-50,Married,1964487,Commercial,2049356,Surat,Call me ASAP,1
+91-9458191345,franklinbond@example.com,401,26-35,Single,1037753,Plot,2715658,Delhi,Call me ASAP,1
+91-9089181675,jenniferburns@example.net,386,51+,Single,645166,Apartment,840083,Surat,Looking to move soon,1
+91-4533921266,williambryant@example.org,767,18-25,Married with Kids,556113,Plot,2912392,Bangalore,Interested in investment,0
+91-6694982976,jennifer64@example.org,430,18-25,Married,316621,Apartment,1688757,Jaipur,Urgent visit required,0
+91-3203205881,williamsmelvin@example.org,651,26-35,Married,1848540,Villa,1183430,Noida,Interested in investment,1
+91-3840638976,ajohnson@example.org,320,51+,Married,819015,Plot,2137657,Delhi,Just exploring,0
+91-3302709858,ybrooks@example.com,661,36-50,Single,725565,Villa,1684858,Delhi,Interested in investment,0
+91-8189503254,qmiller@example.net,441,51+,Married,516082,Apartment,2685244,Noida,Immediate possession preferred,0
+91-9161121449,david86@example.net,641,26-35,Married with Kids,1544044,Plot,2826418,Surat,Need loan info,0
+91-9136886144,maryavila@example.com,383,36-50,Married with Kids,600630,Apartment,1522006,Noida,Looking to move soon,1
+91-986399651,rreed@example.org,833,36-50,Married,1320606,Plot,2898496,Mumbai,Looking to move soon,1
+91-484664056,bmendez@example.org,321,26-35,Single,1330429,Plot,1597095,Surat,Visit after 2 weeks,1
+91-885113834,wheelersean@example.net,365,18-25,Married with Kids,1376575,Plot,2977384,Pune,Please send details,0
+91-209063208,moralesjimmy@example.org,341,51+,Married,1994818,Plot,762127,Delhi,Just exploring,0
+91-3333167876,williamroberts@example.net,471,51+,Married with Kids,1530446,Plot,593025,Jaipur,Please send details,1
+91-6769342363,joel28@example.org,445,18-25,Married,1424695,Villa,1898950,Jaipur,Interested in investment,1
+91-6071194857,bruce92@example.net,512,36-50,Single,652535,Plot,1046769,Bangalore,Budget issue,0
+91-7210176888,wwilliams@example.net,544,18-25,Married,1059491,Plot,1439445,Hyderabad,Not now,0
+91-7178361487,heather62@example.com,467,18-25,Single,986754,Commercial,1032847,Mumbai,Finalizing options this week,1
+91-1616884203,oallen@example.com,737,36-50,Single,348348,Apartment,899278,Mumbai,Call me ASAP,1
+91-8837427517,jfaulkner@example.net,647,26-35,Single,1621350,Plot,2052215,Bangalore,Urgent visit required,1
+91-4870891270,jonathanrivera@example.org,307,26-35,Married,490928,Apartment,2585590,Noida,Looking to move soon,0
+91-8255898264,christopher30@example.com,369,51+,Married with Kids,1178497,Villa,1484903,Noida,Please send details,1
+91-312606333,timothybooth@example.com,818,36-50,Single,580332,Commercial,2484982,Chennai,Immediate possession preferred,1
+91-3904100195,sharonhayden@example.org,805,36-50,Married,1021148,Commercial,2244471,Pune,Visit after 2 weeks,1
+91-7534793156,heatherpadilla@example.com,609,26-35,Married with Kids,1394998,Villa,2294254,Ahmedabad,Budget issue,0
+91-3930438209,kimberly67@example.net,595,18-25,Single,1532569,Commercial,1371315,Hyderabad,Visit after 2 weeks,1
+91-7081204252,jose87@example.com,488,26-35,Single,1723235,Commercial,661070,Jaipur,Budget issue,0
+91-7901585274,nathangutierrez@example.net,714,26-35,Married,1190170,Commercial,2370605,Pune,Visit after 2 weeks,1
+91-3711216152,allentran@example.net,372,26-35,Married,759521,Commercial,2238340,Jaipur,Finalizing options this week,1
+91-6088451458,jameshall@example.net,651,18-25,Married,405392,Apartment,2231504,Surat,Finalizing options this week,0
+91-3579265601,rpierce@example.com,431,36-50,Single,1862753,Apartment,2644687,Chennai,Need loan info,1
+91-7823677798,umurray@example.com,646,18-25,Single,1183413,Villa,1731626,Mumbai,Please send details,1
+91-726990714,iwhite@example.net,735,18-25,Single,340404,Commercial,1144095,Chennai,Not now,0
+91-4111301175,combscharles@example.net,676,26-35,Single,1671106,Apartment,2744241,Hyderabad,Call me ASAP,1
+91-4322385617,meganhall@example.net,846,26-35,Single,741361,Villa,1655802,Chennai,Budget issue,0
+91-648667392,williambrooks@example.net,593,26-35,Married with Kids,1604256,Plot,2898676,Ahmedabad,Need loan info,0
+91-8215204939,ismith@example.net,536,36-50,Married,545749,Plot,1413767,Noida,Urgent visit required,0
+91-1766685440,morenojoshua@example.com,712,18-25,Single,1128340,Apartment,2320610,Hyderabad,Interested in investment,1
+91-8663561486,ldrake@example.org,662,18-25,Single,785757,Commercial,1407211,Hyderabad,Need loan info,0
+91-3942989764,johnharvey@example.com,578,26-35,Married,416755,Apartment,819695,Noida,Budget issue,0
+91-7796286443,laura15@example.com,606,26-35,Married with Kids,1848971,Villa,688272,Bangalore,Please send details,1
+91-2994607170,gabriella10@example.org,586,18-25,Single,722024,Commercial,2937428,Pune,Looking to move soon,1
+91-6035624331,dtran@example.net,837,51+,Married,1789666,Plot,1475400,Pune,Finalizing options this week,1
+91-8630522755,christopherbruce@example.net,519,26-35,Married,1328159,Apartment,2525298,Hyderabad,Just exploring,0
+91-7663837890,jacobsonsamantha@example.org,842,18-25,Single,1461238,Apartment,913694,Delhi,Not now,1
+91-6337225482,glassgabrielle@example.com,453,18-25,Single,465996,Apartment,1571788,Mumbai,Immediate possession preferred,0
+91-141312095,alexis39@example.org,722,36-50,Married,1663447,Apartment,1487363,Bangalore,Just exploring,1
+91-4625411308,anneknight@example.com,625,18-25,Single,1761222,Villa,1850531,Pune,Looking to move soon,1
+91-6616665277,icampos@example.net,827,26-35,Married,1026109,Commercial,1721695,Bangalore,Just exploring,0
+91-3110258855,brian63@example.org,351,26-35,Married,1652653,Apartment,716381,Mumbai,Visit after 2 weeks,1
+91-7617360361,walterskristen@example.com,592,18-25,Married,517532,Apartment,920598,Ahmedabad,Finalizing options this week,0
+91-2107125807,angela66@example.org,453,36-50,Married,367408,Apartment,1079000,Hyderabad,Immediate possession preferred,0
+91-7132531532,bartonkenneth@example.org,445,51+,Married with Kids,665573,Commercial,1957899,Delhi,Visit after 2 weeks,0
+91-3062777850,adamsnorman@example.net,304,26-35,Single,257771,Commercial,1651528,Bangalore,Immediate possession preferred,0
+91-9252548778,gstewart@example.org,710,26-35,Married with Kids,1946558,Apartment,2524537,Pune,Looking to move soon,1
